"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"India","IND","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","4666099650.11734","5410356406.96001","6249084080.69098","6517736182.71147","7597036165.3426","8303140035.18869","8437352246.94923","9226332695.77027","9769874984.70398","10191575182.5532","9465033878.33395","10248046787.9495","11884034801.0492","13509794583.1496","16143880745.9945","18286186694.1932","18094877655.5263","20019380807.3115","22015873054.1079","25522526247.8387","31238525605.8308","33737287502.5263","35702052076.1125","34075707693.1442","36877276368.8489","43246625499.6013","44793193848.5628","51141118293.6083","60893318399.369","77921854645.6255","102403079760.161","123876214466.49","153529580289.601","199065097558.44","167957671240.179","230967060094.886","307847488405.908","298320584199.861","319109794565.316","328386908293.941","272352729600","268614705000","304106898883.26","332086853293.32","331271580797.1","281545477868.04","402424358111.46",
"Not classified","INX","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107715281320.243","111216079272.733","127342559640.704","129847702585.787","118315187801.789","118764060275.324","127554813252.59","130884847745.948","131060912228.552","151911432357.654","222190468238.775","213690495865.271","223825783167.216","249522383014.322","254662824252.486","276969734514.085","330347459157.936",
"Iran, Islamic Rep.","IRN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","24719000000","24076000000","17675000000","24171000000","12338000000","11831000000","20452000000","21507000000","17087000000","14175000000","7171000000","11916000000","10709000000","13081000000","19305000000","18661000000","19868000000","18080000000","19434000000","18360000000","22391000000","18381000000","13118000000","21030000000","28345000000","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23697400000","30529400000","39587000000","63728200000","39429300000","51760300000","79684000000","94207000000","90586782324.13","85369500000","51337497777.87","41298300000","57559100000","86359900000","81585200000","46829000000","73083800000",
"Iceland","ISL","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","402000000","512600000","640300000","779600000","919800000","896400000","685500000","742000000","743200000","814000000","1096800000","1376100000","1425400000","1401500000","1588537736.00508","1551428276.44181","1528960411.68162","1398537998.73288","1560040900.57491","1803609057.7503","1889498250.54023","1851783898.90621","1917572130.46608","1950022114.8137","1828277795.17648","1890585937.18683","2109265078.25594","2246154626.0205","2741066105.83188","2889198762.97782","3099263873.56555","4118761332.97384","4654249887.02592","3718839975.94937","4123232725.5837","4852948532.45585","4608969568.81448","4595544708.166","4895694603.21937","4681651697.35764","4516717478.78196","5001707451.62968","5720083297.4185","5334295065.93397","4683616461.69353","6040508974.69887",
"Israel","ISR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","213000000","240000000","","","","408000000","480000000","535000000","657000000","758000000","814000000","1012000000","1227000000","1571000000","2029000000","2192000000","2688000000","3422000000","4104000000","4841000000","5946000000","6094600000","5749700000","5721600000","6380100000","6825600000","7893900000","9311000000","10350300000","11142400000","12743400000","12232700000","13620800000","14925900000","17241800000","19525700000","21289100000","22573300000","22778300000","25456800000","30890200000","27967600000","27645500000","30395500000","37157700000","40725500000","43958900000","51302100000","58589500000","46716900000","56247300000","63044400000","60739800000","62949900000","63219300000","57075200000","55928300000","58178700000","60170200000","60630100000","59321800000","70132400000",
"Italy","ITA","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","13240001746.76","15143325038.5406","18611427919.8297","22304545899.5603","30474474072.5813","34705342174.9666","37422659285.1428","45319790288.2535","55980186979.7939","72261082514.2774","77917288514.1971","76989677182.1203","73706606610.3233","72705014058.1703","74490444281.2133","76607015462.6073","97305675718.515","116869009310.492","127923096719.426","140537724592.779","170406762992.232","169948731627.798","178688536527.991","168697314913.286","190572642038.615","233225531785.177","251274791246.034","239501514823.485","241830314551.995","229615080921.541","233992291436.346","239139683832.247","248636358666.606","293496232767.767","345970697788.744","364685969053.842","408460517690.638","489391229973.877","532732434038.501","397126693767.431","434882493225.251","506933401173.86","483795661238.676","501128607716.939","514672394243.459","447323535751.407","449581449184.787","491177214097.46","532948165585.861","513847404380.865","474601004639.349","584922418640.981",
"Jamaica","JAM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","656400000","737800000","831100000","818200000","962700000","974000000","767400000","685700000","702300000","568600000","589500000","725200000","898400000","1028900000","1190600000","1196700000","1116500000","1105400000","1548000000","1796000000","1721000000","1700300000","1613400000","1499100000","1562800000","1454400000","1309100000","1385600000","1601625807.73","1664320000","2133613000","2362580537","2743891963.55","1387723875","1370358548.73504","1666090336.07224","1728499365.71233","1580479634.29716","1448619236.96769","1254861537.6531","1188319201.42175","1350869098.02207","1960961118.19106","1653218413.67801","1250578464.08846","1440615767.27261",
"Jordan","JOR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","47599947.4682401","73652299.5810016","154303899.472626","152912052.595425","206938099.925513","248885810.91424","297406076.112787","402216770.721588","575198032.4523","733222438.64098","751557485.579467","579969445.257105","751909660.792491","788861137.275125","731989985.259591","933109191.078059","1007437471.35818","1109430327.61022","1063813536.61916","1129469207.38321","1218924508.32533","1246308318.90392","1424454580.8436","1769589378.19923","1816925246.82652","1835543018.33568","1802397743.30042","1831875881.52327","1899294781.38223","2294419189.97723","2769958231.29763","3081664315.93794","3882933709.44993","4301410437.23554","5204372355.43018","5731454731.09449","7937108746.60853","6375070422.53521","7028309859.15493","8006338028.16901","7886619718.30986","7912535211.26761","8385352112.67606","7832957746.47887","7548732394.3662","7511408450.70423","7750281690.14085","8317323943.66197","7943239436.61972","9357464788.7324",
"Japan","JPN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395239572032.383","403959291244.03","369623821298.411","398925565406.232","454300757252.703","379094247965.074","390952973418.41","443877324403.479","533531430593.299","570981940349.276","619219372407.49","680623001131.03","749117909760.216","548145189337.792","735436367446.344","789951046111.783","776640145114.957","694939954454.167","699180562262.244","622037821678.568","635820697748.121","688664982999.368","735577790778.078","695179081587.006","630500349918.276","749129082426.813",
"Kazakhstan","KAZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5440000000","6291600000","6899300000","5870500000","5988700000","9287045820","8922759340","10018193940.6667","13223380775.8958","20595728373","28299204745.8","38761408256.99","48348104719.08","71964191805.6499","43923391624.1","61391673077.49","85193883640","86494429153.6924","85126103858.54","79072694941.04","44826405234.69","35485816557.4473","47301010641.0122","59826276672.26","58164644702.52","47305542238.68","60317960442.65",
"Kenya","KEN","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","686622259.800681","808997573.326883","1212822596.63752","1050407212.44046","1108181590.408","1421527421.16308","1188505330.94596","1042085819.6957","980654596.13809","1078474733.59031","988186752.173216","1216400482.9899","960649549.08462","1072738644.62363","1000512011.19943","1090170385.03556","1185348191.30527","1099425248.70539","2335641000.89653","2647021480.15431","1908394031.73256","2066338711.57889","2057847269.39007","2013690991.88791","1756694528.09561","1778396179.08854","1888506138.27505","2159397466.27503","2409571842.79582","2723419273.10871","3459469536.43895","3509011371.88386","4123210762.20089","5028644477.88798","4492093090.7815","5210877279.49504","5833526949.14036","6212262084.32151","5846194605.20776","6218926449.39887","5970149702.2294","5747698482.2957","5801181358.35047","6086592995.13318","5870736830.16752","6051680922.18311","6789019928.75814",
"Kyrgyz Republic","KGZ","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339613000","339961000","408930000","531180000","630810000","535066205","462553248","510921779","480256934","498087037","590334127.761812","733182154.761812","686837029.761812","905995141.755812","1337838494.76181","1874366597.76181","1693835674.76181","1601821437.76181","2343650874.802","2514741194.51233","2757121226.91884","2380088035.43499","1571439692.28565","1572558202.72608","1749280009.9715","1904511151.21524","2025040704.28396","2007177693.38534","2828677910.83851",
"Cambodia","KHM","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264500000","283672000","489900000","855200000","643600000","736000000","802006672.047633","1130339199.58564","1397116191.19578","1571184738.76285","1769804974.12252","2086800284.79086","2588900438.91928","2907982185.75998","3692382884.71565","3247780957.3525","3493099141.28647","3153637939.92416","3902895992.33005","5040651644.45905","5683779668.20194","7043869638.05005","8168535517.63021","9336304091.55421","10272926617.0404","11223642802.511","12962698484.4803","14986142170.0316","18522232764.8551","19469012466.8071",
"Kiribati","KIR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","25193348.0855885","3871360.0245695","5575636.28385792","3437597.89785252","4265708.12426385","11602262.0728494","4256597.028503","1774763.26771041","2287526.78233836","5593369.31681307","5506894.16124771","3341772.54714206","3631531.69703222","5517577.34804264","4282042.21521053","6148780.75380447","","","","","","","","","","","","3271661.06451961","11262259.8210569","9178987.90309618","7415973.31470488","6658012.45778291","11476792.4221019","10190044.8575973","8082631.62340573","11503530.4090449","11026875.2599677","11594331.5004569","15239353.756737","8402673.12862537","12342915.1515498","9672648.56193422","9540913.08785345",
